"Title","Other titles","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"The balancing act of literature and science --","'Orlando the man and Orlando the woman' : complementary Woolf l -- ; A Brownian model for literary crowds : individuals suspended in a mass -- ; Brownian motion and crowd psychology : shared moment, shared discourse -- ; Crowds of molecules, crowds as molecules -- ; D. H. Lawrence and 'living relativity' -- ; D. H. Lawrence's 'theory of human relativity' -- ; Modernist physics : waves, particles, and relativities in the writings of Virginia Woolf and D. H. Lawrence ; Relativities and relativism -- ; The obligation to choose : dualistic Woolf -- ; Waves, particles, and heuristic points of view --","018717139","Monograph","Language material ; Still image ; Text","Volume","GBB822402","","9780198815976","Crossland, Rachel","1983-","person","author","Crossland, Rachel, 1983-, author [person]","Oxford English monographs","","England","Oxford","Oxford University Press","2018","First edition","xii, 193 pages, 1 illustration, 23 cm","820.936","YC.2019.a.954","Literature and science--History--20th century ; English fiction--20th century--History and criticism ; Einstein, Albert, 1879-1955 ; Lawrence, D. H. (David Herbert), 1885-1930 ; Physics in literature ; Lawrence, D. H. (David Herbert), 1885-1930--Criticism and interpretation ; Woolf, Virginia, 1882-1941--Criticism and interpretation ; Influence (Literary, artistic, etc.) ; Einstein, Albert, 1879-1955--Influence","Criticsm and interpretation ; History","English","",""
"The bedside, bathtub and armchair companion to Virginia Woolf and Bloomsbury","Bedside, bathtub & armchair companion to Virginia Woolf and Bloomsbury","013607956","Monograph","Language material ; Text","Volume","GBA698693","","9780826486745 ; 9780826486752","Hall, Sarah M.","","person","author","Hall, Sarah M., author [person]","","","England","London","Continuum","2007","","x, 206 pages, illustrations, map, 23 cm","820.900912","YK.2008.a.9314","Woolf, Virginia, 1882-1941 ; Bloomsbury group","","English","",""
"The captain's death bed : and other essays","Essays. Selections","011981622","Monograph","Language material ; Text","Volume","GB8333106","","9780701204563","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","","","England","London","Hogarth Press","1981","","223 pages, 21 cm","824.912","X.958/16893","Essays in English--1900-1945--Texts","","English","",""
"The captain's death bed, and other essays","Essays. Selections","006971319","Monograph","Language material ; Text","Volume","GB5004819","","","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","","","England","London","Hogarth Press","1950","","223 pages, 21 cm","820.9","012359.e.7 ; W24/4966 ; W4/5223 ; W45/6193","","","English","",""
"The child of two atheists : Virginia Woolf's humanism","","013593335","Monograph","Language material ; Text","Volume","GBA918991","","","Oldfield, Sybil","","person","author","Oldfield, Sybil, author [person] ; Virginia Woolf Society of Great Britain [organisation]","Annual Virginia Woolf birthday lecture","7 [Annual Virginia Woolf birthday lecture]","England","Southport","Virginia Woolf Society of Great Britain","2006","","27 pages, 21 cm","823.912","YK.2009.a.5731","Woolf, Virginia, 1882-1941","","English","This paper was read as the Seventh Annual Virginia Woolf Birthday lecture on 28 January 2006 in the Keynes Library, 47 Gordon Square, London WC1 - tp",""
"The common reader","","003974213","Monograph","Language material ; Text","Volume","","","","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","","","England","London","L. & V. Woolf","1925","","305 pages (8°)","","011840.bb.11","","","English","Essays, chiefly on English literature",""
"The common reader","","003974214","Monograph","Language material ; Text","Volume","","","","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","","","England","London","L. & V. Woolf","1925","Second edition","305 pages (8°)","","011840.l.67","","","English","",""
"The common reader","","003974215","Monograph","Language material ; Text","Volume","","","","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","","","United States of America","New York","Harcourt, Brace","1925","","332 pages, 23 cm","","X.989/15428","","","English","",""
"The common reader","","003974216","Monograph","Language material ; Text","Volume","","","","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","Pelican Books","A. 36 [Pelican Books]","England","Harmondsworth","Penguin","1938","","240 pages (8°)","","012209.d.4/36 ; X10/3267","","","English","",""
"The common reader","","012821800","Monograph","Language material ; Text","Volume","","","","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","","","","","Hogarth Press","1948","","","","W21/0787","","","English","",""
"The common reader","","012821810","Monograph","Language material ; Text","Volume","","","","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","","","","","Leonard & Virginia Woolf at the Hogarth Press","1942","5th edition","","","W23/1964","","","English","",""
"The common reader","","020087075","Monograph","Language material ; Text","Online resource (ePub ebook)","GBC111182","","9781504065399","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","","","United States of America","New York","Open Road Media","2021","","1 online resource","820.9","","English literature--History and criticism","","English","",""
"The common reader. 1st. and 2nd. series","","012821806","Monograph","Language material ; Text","Volume","","","","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","","","","","Woolf","1935","","","824.9","824.9 *1744*","","","English","reprints of 1925 - 1st series",""
"The common reader. 2nd series","","012821808","Monograph","Language material ; Text","Volume","","","","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","","","","","Leonard & Virginia Woolf","1932","","","","W35/3409","","","English","",""
"The common reader. First series","","006732341","Monograph","Language material ; Text","Volume","GB8400577","","9780701219079 ; 9780701219147","Woolf, Virginia","1882-1941","person","author","McNeillie, Andrew, 1946-, editor [person] ; Woolf, Virginia, 1882-1941, author [person]","","","England","London","Hogarth","1984","","272 pages, 20 cm","828.91208","84/11169 ; X.958/21448","English literature--History and criticism ; Prose in English--1900-1945","","English","Includes index",""
"The common reader. First series","","012821803","Monograph","Language material ; Text","Volume","","","","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","","","","","Hogarth Press","1925","2nd edition","","820.4","820.4 *1745*","","","English","",""
"The common reader. First series","","012821804","Monograph","Language material ; Text","Volume","","","","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","","","England","London","Hogarth Press","1929","New edition","","","W62/8946","","","English","",""
"The common reader. Second series","","006732332","Monograph","Language material ; Text","Volume","GB8608787","","9780701205690 ; 9780701219086","Woolf, Virginia","1882-1941","person","author","McNeillie, Andrew, 1946-, editor [person] ; Woolf, Virginia, 1882-1941, author [person]","Hogarth critics","","England","London","Hogarth","1986","","330 pages, 20 cm","828.91208","X.958/21448","English literature--History and criticism ; Prose in English--1900-1945","","English","Includes index",""
"The common reader. Second series","","012821802","Monograph","Language material ; Text","Volume","","","","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","","","","","Hogarth Press","1945","3rd edition","","","F3/5288","","","English","",""
"The common reader. Second series","","012821805","Monograph","Language material ; Text","Volume","","","","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","","","","","Hogarth Press","1932","","","820.4","820.4 *1747* ; W15/3586","","","English","",""
"The common reader. Second series","","012821809","Monograph","Language material ; Text","Volume","","","","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","","","","","Leonard & Virginia Woolf at the Hogarth Press","1935","New edition","","","W21/0792","","","English","",""
"The common reader. Second series","","013988155","Monograph","Language material ; Text","Volume","","","","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","","","England","London","Hogarth press","1965","","270 pages, 19 cm","823.912","W48/0437","","","English","reprinted of 1932 edition",""
"The common reader. Second series","","014705922","Monograph","Language material ; Text","Volume","","","","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","","","England","London","Hogarth Press","1948","","270 pages, 19 cm","","YD.2008.a.8103","English literature--History and criticism","","English","'5th impression' ; Originally published: [S.l.] : Leonard and Virginia Woolf, 1932",""
"The common reader. Vol. 1","","006717574","Monograph","Language material ; Text","Volume","GBA2U4903","","9780099443667","Woolf, Virginia","1882-1941","person","author","McNeillie, Andrew, 1946- [person] ; Woolf, Virginia, 1882-1941, author [person]","Vintage classics","","England","London","Vintage","2003","Revised edition","272 pages, 20 cm","820.9","YC.2003.a.1571","English literature--History and criticism","","English","Includes index ; Previous edition: London : Hogarth, 1925. - Originally published: London : Hogarth, 1984",""
"The common reader. Vol. 2","","006717575","Monograph","Language material ; Text","Volume","GBA2U4902","","9780099443674","Woolf, Virginia","1882-1941","person","author","McNeillie, Andrew, 1946- [person] ; Woolf, Virginia, 1882-1941, author [person]","Vintage classics","","England","London","Vintage","2003","Revised edition","330 pages, 20 cm","820.9","YC.2003.a.1221","English literature--History and criticism","","English","Includes index ; Previous edition: London : Hogarth Press, 1932. - Originally published: London : Hogarth, 1986",""
"The common reader. Volume 1","","017097883","Monograph","Language material ; Text","Online resource (ePub ebook)","GBB532322","","9781448182145","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","","","England","London","Vintage Digital","2015","","1 online resource","820.9","ELD.DS.188364","English literature--History and criticism","","English","",""
"The common reader. Volume 2","","017097881","Monograph","Language material ; Text","Online resource (ePub ebook)","GBB532320","","9781448181933","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","","","England","London","Vintage Digital","2015","","1 online resource","820.9","ELD.DS.188363","English literature--History and criticism","","English","",""
"The complete shorter fiction of Virginia Woolf","Complete shorter fiction","011981819","Monograph","Language material ; Text","Volume","GB8942557","","9780701208523","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941 [person] ; Woolf, Virginia, 1882-1941, author [person] ; Dick, Susan, editor [person]","","","England","London","Hogarth","1989","Expanded and revised edition","346 pages, 24 cm","823.912","YC.1989.b.5561","Short stories in English--1900-1945","","English","Previous edition published as: The complete shorter fiction / Virginia Woolf, 1985",""
